wid,year,k,alpha,psi,spell,freq,fid,move,comp
15,4,7,0.0,0.6045853465832371,3,2,134,False,2.2969091327308537
15,5,1,0.0,-0.9084578685373851,4,1,21,True,-1.7507046091473135
16,1,8,0.43072729929545744,0.9084578685373853,1,2,155,False,-0.26329029863850817
16,2,8,0.43072729929545744,0.9084578685373853,1,2,155,False,1.9012150776297496
16,3,6,0.43072729929545744,0.3487556955170447,2,3,113,True,0.5941389245202686
16,4,6,0.43072729929545744,0.3487556955170447,2,3,113,False,0.6818400437130847
16,5,6,0.43072729929545744,0.3487556955170447,2,3,113,False,0.19147987402683897
17,1,9,0.967421566101701,1.3351777361189363,1,1,194,False,1.0627408864133219
17,2,8,0.967421566101701,0.9084578685373853,2,1,162,True,2.038944181742755
17,3,2,0.967421566101701,-0.6045853465832371,3,3,33,True,0.25407702807380655
17,4,2,0.967421566101701,-0.6045853465832371,3,3,33,False,1.3935535305902689
17,5,2,0.967421566101701,-0.6045853465832371,3,3,33,False,0.8924691864535385
18,1,7,0.43072729929545744,0.6045853465832371,1,1,126,False,-0.04133918639918521
18,2,6,0.43072729929545744,0.3487556955170447,2,1,117,True,-0.4995744364924175
18,3,5,0.43072729929545744,0.11418529432142824,3,2,99,True,1.5708130366009794
18,4,5,0.43072729929545744,0.11418529432142824,3,2,99,False,-0.8187321354721724
18,5,3,0.43072729929545744,-0.3487556955170447,4,1,48,True,1.4662666618634694
19,1,4,0.0,-0.11418529432142838,1,1,70,False,1.191010297761219
19,2,3,0.0,-0.3487556955170447,2,1,45,True,-2.208499201466016
19,3,5,0.0,0.11418529432142824,3,1,95,True,-0.12849720307563084
19,4,5,0.0,0.11418529432142824,4,2,87,True,0.1390880303683974
19,5,5,0.0,0.11418529432142824,4,2,87,False,-0.13862528612880717
20,1,8,0.43072729929545744,0.9084578685373853,1,3,148,False,2.497094824845777
20,2,8,0.43072729929545744,0.9084578685373853,1,3,148,False,2.4464480298883755
20,3,8,0.43072729929545744,0.9084578685373853,1,3,148,False,0.3370912291307475
20,4,4,0.43072729929545744,-0.11418529432142838,2,2,66,True,-0.609287320760817
20,5,4,0.43072729929545744,-0.11418529432142838,2,2,66,False,0.6473211581378477
21,1,7,0.0,0.6045853465832371,1,1,127,False,-0.5149747669593776
21,2,6,0.0,0.3487556955170447,2,4,104,True,0.7824443592880234
21,3,6,0.0,0.3487556955170447,2,4,104,False,0.28396978364220765
21,4,6,0.0,0.3487556955170447,2,4,104,False,0.19589410483495634
21,5,6,0.0,0.3487556955170447,2,4,104,False,-0.018306285085201324
22,1,4,-0.43072729929545756,-0.11418529432142838,1,1,77,False,-2.41463954096837
22,2,4,-0.43072729929545756,-0.11418529432142838,2,2,76,True,-1.1172619276675073
22,3,4,-0.43072729929545756,-0.11418529432142838,2,2,76,False,0.190670495830234
22,4,5,-0.43072729929545756,0.11418529432142824,3,2,81,True,-0.7078166565159573
22,5,5,-0.43072729929545756,0.11418529432142824,3,2,81,False,0.876960611745897
23,1,2,0.0,-0.6045853465832371,1,5,41,False,0.044127631785464305
23,2,2,0.0,-0.6045853465832371,1,5,41,False,-2.026162215416355
23,3,2,0.0,-0.6045853465832371,1,5,41,False,-0.6735790540906411
23,4,2,0.0,-0.6045853465832371,1,5,41,False,-0.08760627525141729
23,5,2,0.0,-0.6045853465832371,1,5,41,False,-0.8379543806045783
24,1,1,0.0,-0.9084578685373851,1,3,18,False,-0.14737065420723727
24,2,1,0.0,-0.9084578685373851,1,3,18,False,-1.7863868104262486
24,3,1,0.0,-0.9084578685373851,1,3,18,False,-1.0693192672266005
24,4,0,0.0,-1.335177736118937,2,1,9,True,-2.4709440240916205
24,5,0,0.0,-1.335177736118937,3,1,8,True,-2.8456132724573506
25,1,2,0.43072729929545744,-0.6045853465832371,1,1,38,False,0.4136220911474264
25,2,8,0.43072729929545744,0.9084578685373853,2,2,165,True,-0.00937789845620074
25,3,8,0.43072729929545744,0.9084578685373853,2,2,165,False,0.3306158474459302
25,4,2,0.43072729929545744,-0.6045853465832371,3,2,28,True,-0.5418361938516529
25,5,2,0.43072729929545744,-0.6045853465832371,3,2,28,False,-0.8932189148536183
26,1,3,0.43072729929545744,-0.3487556955170447,1,1,45,False,-0.769495420466351
26,2,8,0.43072729929545744,0.9084578685373853,2,3,155,True,0.5423954319563508
26,3,8,0.43072729929545744,0.9084578685373853,2,3,155,False,5.065969668476482
26,4,8,0.43072729929545744,0.9084578685373853,2,3,155,False,2.033802922078592
26,5,6,0.43072729929545744,0.3487556955170447,3,1,105,True,-0.008181814667313492
27,1,9,0.43072729929545744,1.3351777361189363,1,1,173,False,1.6031008675961327
27,2,8,0.43072729929545744,0.9084578685373853,2,3,168,True,1.5031946661270237
27,3,8,0.43072729929545744,0.9084578685373853,2,3,168,False,2.1572425718184043
27,4,8,0.43072729929545744,0.9084578685373853,2,3,168,False,1.524536901409809
27,5,6,0.43072729929545744,0.3487556955170447,3,1,120,True,-0.019567747676890623
28,1,6,0.43072729929545744,0.3487556955170447,1,2,107,False,1.5562749412969912
28,2,6,0.43072729929545744,0.3487556955170447,1,2,107,False,1.1094831200577726
28,3,6,0.43072729929545744,0.3487556955170447,2,1,116,True,0.37145266124773135
28,4,4,0.43072729929545744,-0.11418529432142838,3,2,68,True,-0.4252780364098041
28,5,4,0.43072729929545744,-0.11418529432142838,3,2,68,False,0.6708180409539928
29,1,4,0.0,-0.11418529432142838,1,4,61,False,-1.1664282802504011
29,2,4,0.0,-0.11418529432142838,1,4,61,False,-0.19364238018826047
29,3,4,0.0,-0.11418529432142838,1,4,61,False,0.3135626772883155
29,4,4,0.0,-0.11418529432142838,1,4,61,False,-0.5399528832834684
29,5,6,0.0,0.3487556955170447,2,1,120,True,-0.3504833331821479
30,1,1,-0.43072729929545756,-0.9084578685373851,1,1,22,False,-0.5562960190717132
30,2,1,-0.43072729929545756,-0.9084578685373851,2,1,25,True,-2.168648933143288
30,3,3,-0.43072729929545756,-0.3487556955170447,3,3,44,True,-2.2095995703239226
30,4,3,-0.43072729929545756,-0.3487556955170447,3,3,44,False,0.39491617707689575
30,5,3,-0.43072729929545756,-0.3487556955170447,3,3,44,False,-2.0219284707373824
31,1,9,0.967421566101701,1.3351777361189363,1,1,191,False,2.3224009923494515
31,2,8,0.967421566101701,0.9084578685373853,2,2,165,True,1.0548319859401207
31,3,8,0.967421566101701,0.9084578685373853,2,2,165,False,3.1821002315283575
31,4,9,0.967421566101701,1.3351777361189363,3,2,188,True,0.6087821003652645
31,5,9,0.967421566101701,1.3351777361189363,3,2,188,False,3.1465767565057865
32,1,8,0.0,0.9084578685373853,1,1,150,False,1.582156037634365
32,2,9,0.0,1.3351777361189363,2,4,190,True,1.1037045901061993
32,3,9,0.0,1.3351777361189363,2,4,190,False,1.459328431165457
32,4,9,0.0,1.3351777361189363,2,4,190,False,1.292603133347106
32,5,9,0.0,1.3351777361189363,2,4,190,False,0.6251073114429424
33,1,5,0.967421566101701,0.11418529432142824,1,1,85,False,2.187473704077087
33,2,8,0.967421566101701,0.9084578685373853,2,1,150,True,2.4697907573482625
33,3,9,0.967421566101701,1.3351777361189363,3,1,176,True,2.8907682071636915
33,4,9,0.967421566101701,1.3351777361189363,4,1,175,True,1.0212966940080468
33,5,5,0.967421566101701,0.11418529432142824,5,1,92,True,0.4088766946621334
34,1,4,0.0,-0.11418529432142838,1,1,77,False,-0.9879849014354731
34,2,5,0.0,0.11418529432142824,2,3,82,True,-0.2517719669474039
34,3,5,0.0,0.11418529432142824,2,3,82,False,0.5685518368718414
34,4,5,0.0,0.11418529432142824,2,3,82,False,0.4150182571438955
34,5,6,0.0,0.3487556955170447,3,1,119,True,-0.7887721311475646
35,1,3,-0.43072729929545756,-0.3487556955170447,1,1,48,False,-0.46694232123843005
35,2,0,-0.43072729929545756,-1.335177736118937,2,2,7,True,-0.9799595645545833
35,3,0,-0.43072729929545756,-1.335177736118937,2,2,7,False,-2.5470524529772693
35,4,1,-0.43072729929545756,-0.9084578685373851,3,1,19,True,-1.3192995250991315
35,5,1,-0.43072729929545756,-0.9084578685373851,4,1,24,True,-0.7375157608342991
36,1,2,0.0,-0.6045853465832371,1,5,35,False,-1.111038397855665
36,2,2,0.0,-0.6045853465832371,1,5,35,False,-0.8893301179530781
36,3,2,0.0,-0.6045853465832371,1,5,35,False,-1.63453062817354
36,4,2,0.0,-0.6045853465832371,1,5,35,False,-1.513950302763607
36,5,2,0.0,-0.6045853465832371,1,5,35,False,-3.4529751084474762
37,1,1,-0.43072729929545756,-0.9084578685373851,1,1,15,False,-0.7015395902626372
37,2,3,-0.43072729929545756,-0.3487556955170447,2,2,48,True,-0.3211080821133612
37,3,3,-0.43072729929545756,-0.3487556955170447,2,2,48,False,-0.6012382939727097
37,4,2,-0.43072729929545756,-0.6045853465832371,3,2,31,True,0.4416218858943668
37,5,2,-0.43072729929545756,-0.6045853465832371,3,2,31,False,-1.9864751085216839
38,1,2,-0.43072729929545756,-0.6045853465832371,1,2,38,False,-1.4911098812478139
38,2,2,-0.43072729929545756,-0.6045853465832371,1,2,38,False,0.4497442062178172
38,3,6,-0.43072729929545756,0.3487556955170447,2,1,109,True,0.6712926226344151
38,4,2,-0.43072729929545756,-0.6045853465832371,3,2,27,True,-0.8680253195570912
38,5,2,-0.43072729929545756,-0.6045853465832371,3,2,27,False,-0.5052818757981049
39,1,9,0.967421566101701,1.3351777361189363,1,3,194,False,2.378334507053092
39,2,9,0.967421566101701,1.3351777361189363,1,3,194,False,0.5456520321401017
39,3,9,0.967421566101701,1.3351777361189363,1,3,194,False,2.2685696609593706
39,4,9,0.967421566101701,1.3351777361189363,2,2,170,True,1.9694707091632515
39,5,9,0.967421566101701,1.3351777361189363,2,2,170,False,2.7915712014722143
40,1,0,0.43072729929545744,-1.335177736118937,1,1,9,False,-1.9710800940792539
40,2,5,0.43072729929545744,0.11418529432142824,2,4,85,True,2.3671944675938734
40,3,5,0.43072729929545744,0.11418529432142824,2,4,85,False,0.47692868434623525
40,4,5,0.43072729929545744,0.11418529432142824,2,4,85,False,-0.578626599135661
40,5,5,0.43072729929545744,0.11418529432142824,2,4,85,False,1.9828112982586394
41,1,0,-0.43072729929545756,-1.335177736118937,1,4,4,False,-1.2919909993170693
41,2,0,-0.43072729929545756,-1.335177736118937,1,4,4,False,-2.459561432942885
41,3,0,-0.43072729929545756,-1.335177736118937,1,4,4,False,-2.3931173887902744
41,4,0,-0.43072729929545756,-1.335177736118937,1,4,4,False,-0.9739890166077381
41,5,1,-0.43072729929545756,-0.9084578685373851,2,1,15,True,-0.3488476696845536
42,1,7,0.0,0.6045853465832371,1,3,137,False,2.3545573436410523
42,2,7,0.0,0.6045853465832371,1,3,137,False,0.2367280021639348
42,3,7,0.0,0.6045853465832371,1,3,137,False,0.9956857490134158
42,4,6,0.0,0.3487556955170447,2,2,106,True,-0.9130086986879484
42,5,6,0.0,0.3487556955170447,2,2,106,False,1.1200275565701572
43,1,6,0.0,0.3487556955170447,1,1,118,False,0.7041175704711236
43,2,7,0.0,0.6045853465832371,2,1,144,True,-0.34350266472197943
43,3,2,0.0,-0.6045853465832371,3,1,30,True,-0.058037329098812984
43,4,6,0.0,0.3487556955170447,4,2,115,True,-0.05151499382608138
43,5,6,0.0,0.3487556955170447,4,2,115,False,-0.5244737669584907
44,1,4,0.0,-0.11418529432142838,1,3,67,False,-1.320129889581225
44,2,4,0.0,-0.11418529432142838,1,3,67,False,-0.9021236911829804
44,3,4,0.0,-0.11418529432142838,1,3,67,False,1.1256533559900348
44,4,7,0.0,0.6045853465832371,2,1,133,True,1.4325864032483122
44,5,7,0.0,0.6045853465832371,3,1,140,True,1.2013739418576619
45,1,0,-0.43072729929545756,-1.335177736118937,1,1,10,False,-2.7079524567753097
45,2,5,-0.43072729929545756,0.11418529432142824,2,2,94,True,0.9606667567160125
45,3,5,-0.43072729929545756,0.11418529432142824,2,2,94,False,-2.1999175442188896
45,4,2,-0.43072729929545756,-0.6045853465832371,3,2,41,True,-2.4121784041664176
45,5,2,-0.43072729929545756,-0.6045853465832371,3,2,41,False,0.1211820950964122
46,1,5,0.0,0.11418529432142824,1,3,96,False,0.8583628982566507
46,2,5,0.0,0.11418529432142824,1,3,96,False,0.6493730747509194
46,3,5,0.0,0.11418529432142824,1,3,96,False,-0.5698800947711106
46,4,6,0.0,0.3487556955170447,2,2,119,True,-0.3694873321223025
46,5,6,0.0,0.3487556955170447,2,2,119,False,-0.22503705831997883
47,1,9,0.43072729929545744,1.3351777361189363,1,2,188,False,3.7939731328635093
47,2,9,0.43072729929545744,1.3351777361189363,1,2,188,False,2.3067269011432927
47,3,3,0.43072729929545744,-0.3487556955170447,2,2,47,True,0.9410709313821246
47,4,3,0.43072729929545744,-0.3487556955170447,2,2,47,False,0.1435091114193489
47,5,0,0.43072729929545744,-1.335177736118937,3,1,2,True,-1.5280800240766421
48,1,9,0.0,1.3351777361189363,1,2,178,False,2.874932156140958
48,2,9,0.0,1.3351777361189363,1,2,178,False,3.0567022774749923
48,3,8,0.0,0.9084578685373853,2,2,149,True,2.011119945136881
48,4,8,0.0,0.9084578685373853,2,2,149,False,1.3338093225694823
48,5,9,0.0,1.3351777361189363,3,1,186,True,-0.14513478691129156
49,1,6,0.43072729929545744,0.3487556955170447,1,2,107,False,-0.07617869795296284
49,2,6,0.43072729929545744,0.3487556955170447,1,2,107,False,0.1741068787783826
49,3,5,0.43072729929545744,0.11418529432142824,2,2,97,True,0.6417138665437221
49,4,5,0.43072729929545744,0.11418529432142824,2,2,97,False,-0.29901954122511154
49,5,0,0.43072729929545744,-1.335177736118937,3,1,4,True,-0.2565049296325064
50,1,6,0.967421566101701,0.3487556955170447,1,1,106,False,1.16974512923846
50,2,6,0.967421566101701,0.3487556955170447,2,2,107,True,2.0048030342633547
50,3,6,0.967421566101701,0.3487556955170447,2,2,107,False,-0.06422276285083384
50,4,9,0.967421566101701,1.3351777361189363,3,1,182,True,2.5061122468637316
50,5,9,0.967421566101701,1.3351777361189363,4,1,170,True,1.0371479500175718
51,1,2,0.967421566101701,-0.6045853465832371,1,1,35,False,-0.38041706694915056
51,2,5,0.967421566101701,0.11418529432142824,2,1,86,True,0.9618208714812796
51,3,7,0.967421566101701,0.6045853465832371,3,2,141,True,1.9063326185083889
51,4,7,0.967421566101701,0.6045853465832371,3,2,141,False,4.09391456733357
51,5,7,0.967421566101701,0.6045853465832371,4,1,123,True,1.8435620006992441
52,1,5,0.43072729929545744,0.11418529432142824,1,1,95,False,1.1109291967038906
52,2,8,0.43072729929545744,0.9084578685373853,2,1,153,True,1.2096833319043547
52,3,2,0.43072729929545744,-0.6045853465832371,3,2,37,True,-1.0938661237131069
52,4,2,0.43072729929545744,-0.6045853465832371,3,2,37,False,-1.0910835534792227
52,5,1,0.43072729929545744,-0.9084578685373851,4,1,18,True,0.0953754452449363
53,1,3,0.0,-0.3487556955170447,1,3,57,False,-0.8216936803906623
53,2,3,0.0,-0.3487556955170447,1,3,57,False,-0.30554295596779507
53,3,3,0.0,-0.3487556955170447,1,3,57,False,-0.7947892923910107
53,4,8,0.0,0.9084578685373853,2,2,157,True,0.6434639278062219
53,5,8,0.0,0.9084578685373853,2,2,157,False,-0.34164918490693685
54,1,9,-0.43072729929545756,1.3351777361189363,1,1,170,False,-0.09960971109078254
54,2,3,-0.43072729929545756,-0.3487556955170447,2,1,48,True,-0.23177140186579814
54,3,1,-0.43072729929545756,-0.9084578685373851,3,1,22,True,-1.4824537597476675
54,4,8,-0.43072729929545756,0.9084578685373853,4,1,159,True,-0.6020074809909746
54,5,3,-0.43072729929545756,-0.3487556955170447,5,1,54,True,-1.7002478334940796
55,1,3,0.43072729929545744,-0.3487556955170447,1,2,57,False,1.2539380283150843
55,2,3,0.43072729929545744,-0.3487556955170447,1,2,57,False,0.9555121093344692
55,3,9,0.43072729929545744,1.3351777361189363,2,1,171,True,2.320052818539709
55,4,5,0.43072729929545744,0.11418529432142824,3,1,85,True,0.9356559368513544
55,5,6,0.43072729929545744,0.3487556955170447,4,1,109,True,1.0157424837412246
56,1,3,0.967421566101701,-0.3487556955170447,1,5,47,False,0.7955683529529042
56,2,3,0.967421566101701,-0.3487556955170447,1,5,47,False,0.47293504457140123
56,3,3,0.967421566101701,-0.3487556955170447,1,5,47,False,1.8013961771111906
56,4,3,0.967421566101701,-0.3487556955170447,1,5,47,False,0.6300197553155837
56,5,3,0.967421566101701,-0.3487556955170447,1,5,47,False,0.21006944301976987
57,1,5,0.43072729929545744,0.11418529432142824,1,1,87,False,1.2221097787790824
57,2,9,0.43072729929545744,1.3351777361189363,2,1,184,True,0.9783494367334037
57,3,9,0.43072729929545744,1.3351777361189363,3,2,176,True,1.6471103911075278
57,4,9,0.43072729929545744,1.3351777361189363,3,2,176,False,2.30267872125885
57,5,4,0.43072729929545744,-0.11418529432142838,4,1,62,True,0.9786690224737659
58,1,6,-0.43072729929545756,0.3487556955170447,1,1,111,False,-0.5132277761704931
58,2,6,-0.43072729929545756,0.3487556955170447,2,3,115,True,-0.19061501687636573
58,3,6,-0.43072729929545756,0.3487556955170447,2,3,115,False,0.7598345641190004
58,4,6,-0.43072729929545756,0.3487556955170447,2,3,115,False,-1.3999567511063866
58,5,1,-0.43072729929545756,-0.9084578685373851,3,1,12,True,-2.2010737931861213
59,1,2,0.0,-0.6045853465832371,1,1,32,False,0.04248932579104647
59,2,4,0.0,-0.11418529432142838,2,1,73,True,0.3784305124845448
59,3,8,0.0,0.9084578685373853,3,1,169,True,1.6800691614727783
59,4,7,0.0,0.6045853465832371,4,2,133,True,0.36098267517343563
59,5,7,0.0,0.6045853465832371,4,2,133,False,1.2655460951042987
60,1,2,0.0,-0.6045853465832371,1,2,36,False,-2.070569824151585
60,2,2,0.0,-0.6045853465832371,1,2,36,False,0.3009280774589004
60,3,1,0.0,-0.9084578685373851,2,3,22,True,-1.4627205567850314
60,4,1,0.0,-0.9084578685373851,2,3,22,False,-1.1878864259656283
60,5,1,0.0,-0.9084578685373851,2,3,22,False,-0.50149837436095
61,1,7,0.43072729929545744,0.6045853465832371,1,5,133,False,1.102875028569531
61,2,7,0.43072729929545744,0.6045853465832371,1,5,133,False,0.05328944202702568
61,3,7,0.43072729929545744,0.6045853465832371,1,5,133,False,1.0687831540800505
61,4,7,0.43072729929545744,0.6045853465832371,1,5,133,False,1.8182802189012799
61,5,7,0.43072729929545744,0.6045853465832371,1,5,133,False,0.8347166347562053
62,1,7,0.43072729929545744,0.6045853465832371,1,2,136,False,1.812107379831838
62,2,7,0.43072729929545744,0.6045853465832371,1,2,136,False,0.4816745232627244
62,3,5,0.43072729929545744,0.11418529432142824,2,1,96,True,-1.1251162085736748
62,4,6,0.43072729929545744,0.3487556955170447,3,2,115,True,2.051400749177506
62,5,6,0.43072729929545744,0.3487556955170447,3,2,115,False,0.4455318560653528
63,1,7,0.967421566101701,0.6045853465832371,1,2,128,False,0.7424578945253946
63,2,7,0.967421566101701,0.6045853465832371,1,2,128,False,1.8843485145997625
63,3,7,0.967421566101701,0.6045853465832371,2,1,135,True,3.5475204520124435
63,4,6,0.967421566101701,0.3487556955170447,3,1,117,True,2.5294125312775293
63,5,5,0.967421566101701,0.11418529432142824,4,1,92,True,1.8441951214229029
64,1,8,0.43072729929545744,0.9084578685373853,1,1,164,False,1.2453261572179577
64,2,4,0.43072729929545744,-0.11418529432142838,2,2,65,True,0.7676713561958862
64,3,4,0.43072729929545744,-0.11418529432142838,2,2,65,False,0.5187236031385256
64,4,9,0.43072729929545744,1.3351777361189363,3,1,194,True,1.0052842386141603
64,5,9,0.43072729929545744,1.3351777361189363,4,1,179,True,3.491693776048928
65,1,0,-0.43072729929545756,-1.335177736118937,1,3,8,False,-2.140739582361589
65,2,0,-0.43072729929545756,-1.335177736118937,1,3,8,False,-1.9550807734412365
65,3,0,-0.43072729929545756,-1.335177736118937,1,3,8,False,-1.7060017216611896
65,4,4,-0.43072729929545756,-0.11418529432142838,2,1,68,True,-1.1106591955190934
65,5,2,-0.43072729929545756,-0.6045853465832371,3,1,35,True,-1.5417748337674233
66,1,1,-0.43072729929545756,-0.9084578685373851,1,2,20,False,-2.0493598877526047
66,2,1,-0.43072729929545756,-0.9084578685373851,1,2,20,False,0.3614449150265424
66,3,4,-0.43072729929545756,-0.11418529432142838,2,2,80,True,1.7329159690521871
66,4,4,-0.43072729929545756,-0.11418529432142838,2,2,80,False,0.8825245140916542
66,5,7,-0.43072729929545756,0.6045853465832371,3,1,125,True,0.7036461802821745
67,1,4,-0.43072729929545756,-0.11418529432142838,1,2,77,False,-1.1058278493871994
67,2,4,-0.43072729929545756,-0.11418529432142838,1,2,77,False,-0.1594185901943001
67,3,0,-0.43072729929545756,-1.335177736118937,2,2,0,True,-1.5947442439509834
67,4,0,-0.43072729929545756,-1.335177736118937,2,2,0,False,-1.0153153583803158
67,5,0,-0.43072729929545756,-1.335177736118937,3,1,5,True,-2.9127928774093412
68,1,2,0.0,-0.6045853465832371,1,2,27,False,-1.8825459303934637
68,2,2,0.0,-0.6045853465832371,1,2,27,False,-0.45848075008609
68,3,1,0.0,-0.9084578685373851,2,3,18,True,-1.0914600769236846
68,4,1,0.0,-0.9084578685373851,2,3,18,False,-0.006740447815870132
68,5,1,0.0,-0.9084578685373851,2,3,18,False,-0.9154567611110691
69,1,2,0.0,-0.6045853465832371,1,1,28,False,-0.21345378573927498
